Predictions,Lower Bound,Upper Bound
128.781,123.92165,133.64037
129.17647,124.317116,134.03583
129.75859,124.89924,134.61795
130.4176,125.55825,135.27696
131.10178,126.242424,135.96114
131.78119,126.92184,136.64055
132.44632,127.58697,137.30568
133.061,128.20164,137.92036
133.64516,128.7858,138.50452
134.18883,129.32947,139.04819
134.72435,129.86499,139.58371
135.19917,130.33981,140.05853
135.64096,130.7816,140.50032
136.04987,131.1905,140.90923
136.42676,131.5674,141.28612
