Predictions,Lower Bound,Upper Bound
43.363213,41.847782,44.878643
43.116993,41.601562,44.632423
42.900166,41.384735,44.415596
42.693108,41.177677,44.208538
42.493828,40.978397,44.00926
42.30168,40.78625,43.817112
42.116165,40.600735,43.631596
41.936863,40.421432,43.452293
41.763416,40.247986,43.278847
41.595516,40.080086,43.110947
41.43289,39.91746,42.948322
41.276474,39.761044,42.791904
41.125656,39.610226,42.641087
40.979866,39.464436,42.495296
40.838768,39.323338,42.3542
