,Date,Min Price (per kg),Max Price (per kg),Avg Price (per kg)
count,1879,1879.0,1879.0,1879.0
mean,2021-12-04 00:00:00,21.31985098456626,26.08302288451304,23.71740287386908
min,2019-05-10 00:00:00,0.0,0.0,0.0
25%,2020-08-21 12:00:00,0.0,0.0,0.0
50%,2021-12-04 00:00:00,0.0,0.0,0.0
75%,2023-03-18 12:00:00,0.0,0.0,0.0
max,2024-06-30 00:00:00,220.0,250.0,235.0
std,,49.98949181142483,60.9748243602776,55.45776651027146
