Date,Forecast
2025-09-15,26.038074493408203
2025-09-16,25.59278106689453
2025-09-17,25.323312759399414
2025-09-18,25.1804256439209
2025-09-19,25.125661849975586
2025-09-20,25.130430221557617
2025-09-21,25.16731071472168
2025-09-22,25.231525421142578
2025-09-23,25.31644058227539
2025-09-24,25.440141677856445
2025-09-25,25.569190979003906
2025-09-26,25.70561981201172
2025-09-27,25.833940505981445
2025-09-28,25.942346572875977
2025-09-29,26.021066665649414
2025-09-30,26.116439819335938
2025-10-01,26.2138729095459
2025-10-02,26.31472396850586
2025-10-03,26.417207717895508
2025-10-04,26.520915985107422
2025-10-05,26.61707305908203
2025-10-06,26.705774307250977
2025-10-07,26.787229537963867
2025-10-08,26.863595962524414
2025-10-09,26.93658447265625
2025-10-10,27.006467819213867
2025-10-11,27.073427200317383
2025-10-12,27.1368350982666
2025-10-13,27.196962356567383
2025-10-14,27.253108978271484
2025-10-15,27.304935455322266
2025-10-16,27.352588653564453
2025-10-17,27.395877838134766
2025-10-18,27.435449600219727
2025-10-19,27.47173309326172
2025-10-20,27.504846572875977
2025-10-21,27.53490447998047
2025-10-22,27.562089920043945
2025-10-23,27.58661460876465
2025-10-24,27.608562469482422
2025-10-25,27.627826690673828
2025-10-26,27.644752502441406
2025-10-27,27.65955352783203
2025-10-28,27.6724853515625
2025-10-29,27.683616638183594
2025-10-30,27.693113327026367
2025-10-31,27.701114654541016
2025-11-01,27.707773208618164
2025-11-02,27.71320343017578
2025-11-03,27.717527389526367
2025-11-04,27.720844268798828
2025-11-05,27.72318458557129
2025-11-06,27.724700927734375
2025-11-07,27.725542068481445
2025-11-08,27.725788116455078
2025-11-09,27.725502014160156
2025-11-10,27.72476577758789
2025-11-11,27.723657608032227
2025-11-12,27.72223663330078
2025-11-13,27.72056770324707
2025-11-14,27.718704223632812
2025-11-15,27.71669578552246
2025-11-16,27.71458625793457
2025-11-17,27.712413787841797
2025-11-18,27.7102108001709
2025-11-19,27.708005905151367
2025-11-20,27.70582389831543
2025-11-21,27.70368766784668
2025-11-22,27.70161247253418
2025-11-23,27.69961929321289
2025-11-24,27.697711944580078
2025-11-25,27.695903778076172
2025-11-26,27.694198608398438
2025-11-27,27.69260025024414
2025-11-28,27.691110610961914
2025-11-29,27.689733505249023
2025-11-30,27.688467025756836
2025-12-01,27.68731117248535
2025-12-02,27.68625831604004
2025-12-03,27.685312271118164
2025-12-04,27.68446159362793
2025-12-05,27.683704376220703
2025-12-06,27.68303680419922
2025-12-07,27.682453155517578
2025-12-08,27.68194580078125
2025-12-09,27.68151092529297
2025-12-10,27.68114471435547
2025-12-11,27.680837631225586
2025-12-12,27.680587768554688
2025-12-13,27.680387496948242
2025-12-14,27.68023681640625
2025-12-15,27.68012237548828
2025-12-16,27.68004608154297
2025-12-17,27.67999839782715
2025-12-18,27.67997932434082
2025-12-19,27.67998504638672
2025-12-20,27.680015563964844
2025-12-21,27.680057525634766
2025-12-22,27.68011474609375
2025-12-23,27.68018341064453
2025-12-24,27.68026351928711
2025-12-25,27.68034553527832
2025-12-26,27.680438995361328
2025-12-27,27.680530548095703
2025-12-28,27.680625915527344
2025-12-29,27.68071937561035
2025-12-30,27.680814743041992
2025-12-31,27.680906295776367
