Date,Forecast
2025-06-16,57.9838981628418
2025-06-17,57.75480270385742
2025-06-18,57.530147552490234
2025-06-19,57.62709426879883
2025-06-20,57.69727325439453
2025-06-21,57.751075744628906
2025-06-22,57.792598724365234
2025-06-23,57.82801055908203
2025-06-24,57.85821533203125
2025-06-25,57.867454528808594
2025-06-26,57.84344482421875
2025-06-27,57.84356689453125
2025-06-28,57.84931945800781
2025-06-29,57.85742950439453
2025-06-30,57.862918853759766
2025-07-01,57.866703033447266
2025-07-02,57.87028121948242
2025-07-03,57.873470306396484
2025-07-04,57.875728607177734
2025-07-05,57.87718200683594
2025-07-06,57.87815475463867
2025-07-07,57.879703521728516
2025-07-08,57.88115692138672
2025-07-09,57.88245391845703
2025-07-10,57.883506774902344
2025-07-11,57.884429931640625
2025-07-12,57.88525390625
2025-07-13,57.885986328125
2025-07-14,57.88661193847656
2025-07-15,57.88715362548828
2025-07-16,57.88764953613281
2025-07-17,57.88810348510742
2025-07-18,57.88850784301758
2025-07-19,57.888858795166016
2025-07-20,57.88916778564453
2025-07-21,57.889442443847656
2025-07-22,57.889686584472656
2025-07-23,57.8899040222168
2025-07-24,57.89009475708008
2025-07-25,57.89026641845703
2025-07-26,57.89041519165039
2025-07-27,57.89054489135742
2025-07-28,57.89066696166992
2025-07-29,57.89077377319336
2025-07-30,57.89086151123047
2025-07-31,57.89094543457031
2025-08-01,57.89101791381836
2025-08-02,57.891082763671875
2025-08-03,57.891143798828125
2025-08-04,57.89118957519531
2025-08-05,57.891239166259766
2025-08-06,57.89128112792969
2025-08-07,57.89131546020508
2025-08-08,57.8913459777832
2025-08-09,57.89137649536133
2025-08-10,57.89139938354492
2025-08-11,57.891422271728516
2025-08-12,57.891441345214844
2025-08-13,57.891456604003906
2025-08-14,57.89147186279297
2025-08-15,57.89148712158203
2025-08-16,57.89149856567383
2025-08-17,57.891510009765625
2025-08-18,57.891517639160156
2025-08-19,57.89152908325195
2025-08-20,57.891536712646484
2025-08-21,57.89154052734375
2025-08-22,57.89154815673828
2025-08-23,57.89155197143555
2025-08-24,57.89155960083008
2025-08-25,57.89155960083008
2025-08-26,57.89156723022461
2025-08-27,57.891571044921875
2025-08-28,57.891571044921875
2025-08-29,57.891571044921875
2025-08-30,57.891578674316406
2025-08-31,57.891578674316406
2025-09-01,57.891578674316406
2025-09-02,57.89158248901367
2025-09-03,57.89158248901367
2025-09-04,57.89158248901367
2025-09-05,57.89158248901367
2025-09-06,57.89158248901367
2025-09-07,57.8915901184082
2025-09-08,57.8915901184082
2025-09-09,57.8915901184082
2025-09-10,57.8915901184082
2025-09-11,57.8915901184082
2025-09-12,57.8915901184082
2025-09-13,57.8915901184082
2025-09-14,57.8915901184082
2025-09-15,57.8915901184082
2025-09-16,57.8915901184082
2025-09-17,57.89159393310547
2025-09-18,57.89159393310547
2025-09-19,57.89159393310547
2025-09-20,57.89159393310547
2025-09-21,57.89159393310547
2025-09-22,57.89159393310547
2025-09-23,57.89159393310547
2025-09-24,57.89159393310547
2025-09-25,57.89159393310547
2025-09-26,57.89159393310547
2025-09-27,57.89159393310547
2025-09-28,57.89159393310547
2025-09-29,57.89159393310547
2025-09-30,57.89159393310547
2025-10-01,57.89159393310547
2025-10-02,57.89159393310547
2025-10-03,57.89159393310547
2025-10-04,57.89159393310547
2025-10-05,57.89159393310547
2025-10-06,57.89159393310547
2025-10-07,57.89159393310547
2025-10-08,57.89159393310547
2025-10-09,57.89159393310547
2025-10-10,57.89159393310547
2025-10-11,57.89159393310547
2025-10-12,57.89159393310547
2025-10-13,57.89159393310547
2025-10-14,57.89159393310547
2025-10-15,57.89159393310547
2025-10-16,57.89159393310547
2025-10-17,57.89159393310547
2025-10-18,57.89159393310547
2025-10-19,57.89159393310547
2025-10-20,57.89159393310547
2025-10-21,57.89159393310547
2025-10-22,57.89159393310547
2025-10-23,57.89159393310547
2025-10-24,57.89159393310547
2025-10-25,57.89159393310547
2025-10-26,57.89159393310547
2025-10-27,57.89159393310547
2025-10-28,57.89159393310547
2025-10-29,57.89159393310547
2025-10-30,57.89159393310547
2025-10-31,57.89159393310547
2025-11-01,57.89159393310547
2025-11-02,57.89159393310547
2025-11-03,57.89159393310547
2025-11-04,57.89159393310547
2025-11-05,57.89159393310547
2025-11-06,57.89159393310547
2025-11-07,57.89159393310547
2025-11-08,57.89159393310547
2025-11-09,57.89159393310547
2025-11-10,57.89159393310547
2025-11-11,57.89159393310547
2025-11-12,57.89159393310547
2025-11-13,57.89159393310547
2025-11-14,57.89159393310547
2025-11-15,57.89159393310547
2025-11-16,57.89159393310547
2025-11-17,57.89159393310547
2025-11-18,57.89159393310547
2025-11-19,57.89159393310547
2025-11-20,57.89159393310547
2025-11-21,57.89159393310547
2025-11-22,57.89159393310547
2025-11-23,57.89159393310547
2025-11-24,57.89159393310547
2025-11-25,57.89159393310547
2025-11-26,57.89159393310547
2025-11-27,57.89159393310547
2025-11-28,57.89159393310547
2025-11-29,57.89159393310547
2025-11-30,57.89159393310547
2025-12-01,57.89159393310547
2025-12-02,57.89159393310547
2025-12-03,57.89159393310547
2025-12-04,57.89159393310547
2025-12-05,57.89159393310547
2025-12-06,57.89159393310547
2025-12-07,57.89159393310547
2025-12-08,57.89159393310547
2025-12-09,57.89159393310547
2025-12-10,57.89159393310547
2025-12-11,57.89159393310547
2025-12-12,57.89159393310547
2025-12-13,57.89159393310547
2025-12-14,57.89159393310547
2025-12-15,57.89159393310547
2025-12-16,57.89159393310547
2025-12-17,57.89159393310547
2025-12-18,57.89159393310547
