Date,Forecast
2025-09-15,56.328121185302734
2025-09-16,56.33637619018555
2025-09-17,56.34923553466797
2025-09-18,56.36465072631836
2025-09-19,56.3810920715332
2025-09-20,56.39741516113281
2025-09-21,56.41236114501953
2025-09-22,56.42593765258789
2025-09-23,56.43827438354492
2025-09-24,56.44947052001953
2025-09-25,56.460182189941406
2025-09-26,56.47091293334961
2025-09-27,56.482200622558594
2025-09-28,56.49402618408203
2025-09-29,56.506343841552734
2025-09-30,56.51853561401367
2025-10-01,56.5308723449707
2025-10-02,56.54322052001953
2025-10-03,56.55568313598633
2025-10-04,56.56834411621094
2025-10-05,56.5811767578125
2025-10-06,56.59419250488281
2025-10-07,56.6074104309082
2025-10-08,56.620784759521484
2025-10-09,56.63416290283203
2025-10-10,56.647640228271484
2025-10-11,56.6611328125
2025-10-12,56.674720764160156
2025-10-13,56.68840408325195
2025-10-14,56.70212936401367
2025-10-15,56.715885162353516
2025-10-16,56.729671478271484
2025-10-17,56.743465423583984
2025-10-18,56.757232666015625
2025-10-19,56.7708740234375
2025-10-20,56.78445053100586
2025-10-21,56.79792404174805
2025-10-22,56.81134033203125
2025-10-23,56.824684143066406
2025-10-24,56.8379020690918
2025-10-25,56.85105895996094
2025-10-26,56.86411666870117
2025-10-27,56.877052307128906
2025-10-28,56.889827728271484
2025-10-29,56.902488708496094
2025-10-30,56.9150390625
2025-10-31,56.92745590209961
2025-11-01,56.93976974487305
2025-11-02,56.951961517333984
2025-11-03,56.96403121948242
2025-11-04,56.97593688964844
2025-11-05,56.98765182495117
2025-11-06,56.99923324584961
2025-11-07,57.010684967041016
2025-11-08,57.022010803222656
2025-11-09,57.033199310302734
2025-11-10,57.044212341308594
2025-11-11,57.055084228515625
2025-11-12,57.06582260131836
2025-11-13,57.07642364501953
2025-11-14,57.08689498901367
2025-11-15,57.097225189208984
2025-11-16,57.10740661621094
2025-11-17,57.117454528808594
2025-11-18,57.12734603881836
2025-11-19,57.13707733154297
2025-11-20,57.14666748046875
2025-11-21,57.1561164855957
2025-11-22,57.16543197631836
2025-11-23,57.174598693847656
2025-11-24,57.183624267578125
2025-11-25,57.1925163269043
2025-11-26,57.20127487182617
2025-11-27,57.20989990234375
2025-11-28,57.21839904785156
2025-11-29,57.22677230834961
2025-11-30,57.235008239746094
2025-12-01,57.24311828613281
2025-12-02,57.251102447509766
2025-12-03,57.25896453857422
2025-12-04,57.26670455932617
2025-12-05,57.274322509765625
2025-12-06,57.281822204589844
2025-12-07,57.289207458496094
2025-12-08,57.296470642089844
2025-12-09,57.303619384765625
2025-12-10,57.3106575012207
2025-12-11,57.31758499145508
2025-12-12,57.324398040771484
2025-12-13,57.33110427856445
2025-12-14,57.33769989013672
2025-12-15,57.34419250488281
