Date,Forecast
2025-10-01,21.924646377563477
2025-10-02,21.932113647460938
2025-10-03,21.94281005859375
2025-10-04,21.954818725585938
2025-10-05,21.966232299804688
2025-10-06,21.975725173950195
2025-10-07,21.982221603393555
2025-10-08,21.98542022705078
2025-10-09,21.98419189453125
2025-10-10,21.97939109802246
2025-10-11,21.971715927124023
2025-10-12,21.966632843017578
2025-10-13,21.96133041381836
2025-10-14,21.95657730102539
2025-10-15,21.952640533447266
2025-10-16,21.949501037597656
2025-10-17,21.94708251953125
2025-10-18,21.945417404174805
2025-10-19,21.944482803344727
2025-10-20,21.94411277770996
2025-10-21,21.944150924682617
2025-10-22,21.944351196289062
2025-10-23,21.944833755493164
2025-10-24,21.945476531982422
2025-10-25,21.946144104003906
2025-10-26,21.94679069519043
2025-10-27,21.947370529174805
2025-10-28,21.947851181030273
2025-10-29,21.948232650756836
2025-10-30,21.948509216308594
2025-10-31,21.948684692382812
2025-11-01,21.948776245117188
2025-11-02,21.948789596557617
2025-11-03,21.948745727539062
2025-11-04,21.94866371154785
2025-11-05,21.94856071472168
2025-11-06,21.948450088500977
2025-11-07,21.94833755493164
2025-11-08,21.948240280151367
2025-11-09,21.94815444946289
2025-11-10,21.948087692260742
2025-11-11,21.948040008544922
2025-11-12,21.948009490966797
2025-11-13,21.9479923248291
2025-11-14,21.947988510131836
2025-11-15,21.947996139526367
2025-11-16,21.948007583618164
2025-11-17,21.94802474975586
2025-11-18,21.948043823242188
2025-11-19,21.948060989379883
2025-11-20,21.948078155517578
2025-11-21,21.94809341430664
2025-11-22,21.948104858398438
2025-11-23,21.94811248779297
2025-11-24,21.948118209838867
2025-11-25,21.9481201171875
2025-11-26,21.948122024536133
2025-11-27,21.9481201171875
2025-11-28,21.948118209838867
2025-11-29,21.948116302490234
2025-11-30,21.94811248779297
