Predictions,Lower Bound,Upper Bound
26.481682,22.789871,30.173492
26.10693,22.41512,29.79874
25.651192,21.959381,29.343002
25.170685,21.478874,28.862495
24.686043,20.994232,28.377853
24.209328,20.517517,27.901138
23.743555,20.051744,27.435366
23.289913,19.598103,26.981724
22.84814,19.15633,26.539951
22.42241,18.730598,26.11422
22.010067,18.318256,25.701878
21.613039,17.921228,25.30485
21.23294,17.54113,24.924751
20.870058,17.178247,24.561869
20.524136,16.832325,24.215946
