Predictions,Lower Bound,Upper Bound
108.33527,103.179375,113.49117
107.18017,102.02427,112.33607
106.512566,101.35667,111.668465
105.4812,100.3253,110.6371
104.801254,99.645355,109.95715
104.083916,98.92802,109.239815
103.42118,98.26528,108.57708
102.8424,97.6865,107.9983
102.2765,97.1206,107.432396
101.76917,96.61327,106.92507
101.29238,96.13648,106.44828
100.84769,95.69179,106.003586
100.43567,95.27977,105.59157
100.04973,94.89383,105.20563
99.69045,94.53455,104.84635
