Predictions,Lower Bound,Upper Bound
64.3371,62.578217,66.09598
63.85289,62.09401,65.61177
63.447502,61.68862,65.20638
63.103493,61.344612,64.86237
62.748615,60.989735,64.5075
62.601192,60.84231,64.36008
62.46104,60.70216,64.219925
62.32732,60.56844,64.086205
62.143246,60.384365,63.902126
62.02418,60.2653,63.783062
61.90661,60.147728,63.66549
61.67706,59.91818,63.43594
61.46339,59.70451,63.22227
61.32189,59.56301,63.080772
61.18971,59.43083,62.94859
