Predictions,Lower Bound,Upper Bound
51.027855,48.162857,53.892853
51.174335,48.309338,54.039333
51.406754,48.541756,54.27175
51.704567,48.83957,54.569565
52.046852,49.181854,54.91185
52.40569,49.54069,55.270687
52.762722,49.897724,55.62772
53.10429,50.239292,55.969288
53.456345,50.591347,56.321342
53.80565,50.94065,56.670647
54.160007,51.29501,57.025005
54.513706,51.64871,57.378704
54.866104,52.001106,57.731102
55.226513,52.361515,58.09151
55.585484,52.720486,58.45048
