Predictions,Lower Bound,Upper Bound
30.75058,29.233265,32.267895
30.608332,29.091019,32.125645
30.412365,28.89505,31.92968
30.196793,28.679478,31.714108
29.978975,28.461662,31.496288
29.769268,28.251953,31.286583
29.570238,28.052925,31.087551
29.380322,27.863007,30.897636
29.203758,27.686443,30.721073
29.03921,27.521896,30.556522
28.883263,27.365948,30.400578
28.734518,27.217205,30.251831
28.591711,27.074398,30.109024
28.453304,26.93599,29.97062
28.31862,26.801308,29.835934
