Predictions,Lower Bound,Upper Bound
25.705486,21.102926,30.308046
26.071331,21.468771,30.673891
26.67452,22.07196,31.27708
27.33639,22.73383,31.93895
27.974558,23.371998,32.577118
28.609026,24.006466,33.211586
29.22526,24.6227,33.82782
29.79762,25.19506,34.40018
30.341017,25.738457,34.943577
30.849453,26.246893,35.45201
31.336796,26.734236,35.939354
31.79672,27.19416,36.39928
32.23265,27.63009,36.835213
32.62988,28.027319,37.232437
32.99964,28.397081,37.602203
