Sr. No.,Market Name,Fruit/Crop,Fruit/Crop Variety,Date/Time,Price (per quintal)
,Mega F & V Aglar Shopian,Cherry,other-large,2023-06-07,20000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-06-07,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-06-07,10000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-06-07,23000.0
,F & V Market Ganderbal,Cherry,other-large,2023-06-07,7000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2023-06-06,14000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2023-06-06,20000.0
,F & V Market Ganderbal,Cherry,other-medium,2023-06-06,7000.0
,F & V Market Ganderbal,Cherry,other-large,2023-06-06,12500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-06-06,11500.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-06-06,22500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-06-06,18000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-06-06,13500.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-06-06,12000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2023-06-05,20000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-06-05,18000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-06-05,20000.0
,F & V Market Ganderbal,Cherry,other-large,2023-06-05,12500.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-06-05,12000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-06-05,14000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2023-06-05,14000.0
,Mega F & V Aglar Shopian,Cherry,cherry-small,2023-06-05,8000.0
,F & V Market Ganderbal,Cherry,other-medium,2023-06-05,9000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2023-06-04,21000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-06-04,13500.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2023-06-04,14000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-06-04,12000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-06-04,16500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-06-04,14000.0
,Mega F & V Aglar Shopian,Cherry,cherry-small,2023-06-04,9000.0
,F & V Market Ganderbal,Cherry,other-large,2023-06-04,12500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-06-04,18000.0
,F & V Market Ganderbal,Cherry,other-medium,2023-06-04,6000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-06-02,14000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2023-06-02,14000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-06-02,19000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2023-06-02,20000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-06-02,12000.0
,Mega F & V Aglar Shopian,Cherry,cherry-small,2023-06-02,8000.0
,F & V Market Ganderbal,Cherry,other-large,2023-06-02,14500.0
,F & V Market Ganderbal,Cherry,other-medium,2023-06-02,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-06-02,18000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-06-01,18500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-06-01,14000.0
,F & V Market Ganderbal,Cherry,other-large,2023-06-01,14000.0
,F & V Market Ganderbal,Cherry,other-medium,2023-06-01,12000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-31,16000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-31,13500.0
,F & V Market Ganderbal,Cherry,other-medium,2023-05-30,12000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-30,13500.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-30,16500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-30,16000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-29,16000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-29,19000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-29,14500.0
,F & V Market Ganderbal,Cherry,other-medium,2023-05-29,13000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-29,18000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-28,16000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-28,17500.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-28,14500.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-28,19500.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-26,15500.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-26,19000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-26,15000.0
,F & V Market Ganderbal,Cherry,other-medium,2023-05-25,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-05-25,10000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-25,17500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-25,15000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2023-05-25,19000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-25,22500.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2023-05-25,15000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-05-25,17000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-24,15000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-24,10500.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-24,17000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-24,17500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-05-23,15000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-23,25000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-23,17500.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-23,17000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2023-05-23,15000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-05-23,10000.0
,F&V Mandi Narwal,Cherry,cherry-small,2023-05-23,15000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2023-05-23,21000.0
,F & V Market Ganderbal,Cherry,other-medium,2023-05-23,11000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-23,14000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-22,16000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-22,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-05-22,9000.0
,F&V Mandi Narwal,Cherry,other-medium,2023-05-22,15000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-22,25000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2023-05-22,18000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-05-22,11000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-22,22500.0
,F&V Mandi Narwal,Cherry,cherry-large,2023-05-21,25000.0
,F & V Market Ganderbal,Cherry,other-medium,2023-05-21,16500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2023-05-21,18000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-21,12000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-05-21,9000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-05-21,10000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-21,22500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2023-05-21,15000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-19,11000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-19,19000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-18,14000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-05-18,11000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-18,24000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-05-18,9000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2023-05-18,2300.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2023-05-18,1200.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-05-17,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-05-17,11000.0
,F & V Market Ganderbal,Cherry,other-large,2023-05-17,14500.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-17,24000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-16,20000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2023-05-16,9000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2023-05-16,11000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-16,11000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-15,13000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-15,20000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-14,20000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2023-05-14,13000.0
,F & V Market Ganderbal,Cherry,cherry-large,2023-05-12,20000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-07-08,11000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-07-07,12000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-07-06,12000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-07-05,18000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-07-05,13000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-07-05,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-07-05,8000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-07-04,18000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-07-04,10000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-07-04,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-07-04,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-07-03,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-07-03,26000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-07-03,13000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-07-03,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-07-02,8000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-07-02,13000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-07-02,18000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-07-01,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-07-01,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-30,14500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-30,16000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-30,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-30,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-29,14000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-29,18000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-29,8000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-28,18000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-28,11500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-28,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-27,9000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-27,12500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-27,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-27,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-27,5000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-27,18000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-27,14000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-26,14000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-26,14500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-26,13000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-26,4500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-26,18000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-26,9000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-26,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-26,5000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-24,5000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-24,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-24,8000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-24,18000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-24,3500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-24,15500.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-23,13000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-23,7000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-23,18000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-23,4500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-23,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-23,5000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-22,7500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-22,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-22,10000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-22,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-22,5000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-22,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-21,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-21,7500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-21,10500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-21,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-21,5000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-21,13000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-21,8500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-21,13500.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-20,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-20,5000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-20,10500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-20,13500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-20,10000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-20,16000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-20,7500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-20,5000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-19,6000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-19,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-19,5000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-19,7500.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-19,12000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-19,9000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-19,15000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-17,10000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-17,17000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-17,8500.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-17,13000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-17,11000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-17,6000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-17,9000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-17,14500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-16,17000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-16,14000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-16,9000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-16,8500.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-16,6000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-16,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-16,11000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-16,14000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-15,14000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-15,17000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-15,16500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-15,9000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-15,5500.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-15,6000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-15,10000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-15,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-14,9000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-14,6000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-14,11000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-14,10000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-14,16000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-14,14000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-13,15500.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-13,14000.0
,F & V Market Ganderbal,Cherry,other-medium,2022-06-13,5500.0
,F & V Market Ganderbal,Cherry,other-large,2022-06-13,9500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-13,9500.0
,F & V Market Ganderbal,Cherry,cherry-large,2022-06-13,14000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-13,11500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-13,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-13,9000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-13,6000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2022-06-12,9000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-12,12500.0
,F & V Market Ganderbal,Cherry,cherry-large,2022-06-12,13500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-12,8200.0
,F & V Market Ganderbal,Cherry,other-large,2022-06-12,6000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-12,5000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-12,16000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-12,13000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-12,12000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-12,10000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-10,12500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-10,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-10,16000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-10,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-10,11500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-10,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-10,5000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-10,14000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-09,10500.0
,F & V Market Ganderbal,Cherry,cherry-large,2022-06-09,13000.0
,Mega F & V Aglar Shopian,Cherry,other-medium,2022-06-09,16000.0
,F & V Market Ganderbal,Cherry,cherry-medium,2022-06-09,8500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-09,18000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-09,5000.0
,F & V Market Ganderbal,Cherry,other-large,2022-06-09,5500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-09,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-08,11000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-08,8000.0
,F & V Market Ganderbal,Cherry,other-large,2022-06-08,9500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-08,16000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-08,9000.0
,F & V Market Ganderbal,Cherry,other-medium,2022-06-08,6500.0
,F & V Market Ganderbal,Cherry,cherry-large,2022-06-08,13000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-08,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-small,2022-06-08,5000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-08,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-08,11500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-07,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-07,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-07,11000.0
,Mega F & V Aglar Shopian,Cherry,cherry-small,2022-06-07,5000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-07,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-07,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-07,9000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-07,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-small,2022-06-06,5000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-06,13500.0
,F & V Market Ganderbal,Cherry,cherry-large,2022-06-06,13000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-06,11500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-06,11500.0
,F & V Market Ganderbal,Cherry,cherry-medium,2022-06-06,6000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-06,16000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-06,9000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-06,8000.0
,F & V Market Ganderbal,Cherry,other-large,2022-06-06,6000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-06,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-small,2022-06-05,5000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-05,16000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-05,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-05,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-03,5500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-03,8000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-03,12000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-02,12000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-02,5000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-02,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-02,10000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-02,12000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-02,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-06-01,8500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-06-01,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-06-01,10000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-06-01,12000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-06-01,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-06-01,11500.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-06-01,5000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-05-31,12000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-05-31,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-05-31,5000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-05-31,13000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-05-31,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-05-31,11000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-05-31,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-05-30,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-05-30,7000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-05-30,10500.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-05-30,5000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-05-30,11500.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-05-30,11000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-05-29,12500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-05-29,13500.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-05-29,8000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-05-29,12000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-05-29,11500.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-05-29,6000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-05-27,12500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-05-27,10000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-05-27,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-05-27,13500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-05-27,11000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-05-27,6000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-05-27,12000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-05-26,12000.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-05-26,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-05-26,11500.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-05-26,6000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-05-26,8000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-05-26,10000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-05-26,13500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-small,2022-05-25,11500.0
,F & V Market Parimpora Srinagar,Cherry,cherry-large,2022-05-25,14500.0
,F&V Mandi Narwal,Cherry,cherry-medium,2022-05-25,10000.0
,Mega F & V Aglar Shopian,Cherry,other-large,2022-05-25,12000.0
,Mega F & V Aglar Shopian,Cherry,cherry-small,2022-05-25,4000.0
,F & V Market Parimpora Srinagar,Cherry,cherry-medium,2022-05-25,13000.0
,Mega F & V Aglar Shopian,Cherry,cherry-large,2022-05-25,8000.0
,Mega F & V Aglar Shopian,Cherry,cherry-medium,2022-05-25,6000.0
