,Date,Min Price (per kg),Max Price (per kg),Avg Price (per kg)
count,5637,5637.0,5637.0,5637.0
mean,2021-12-14 00:00:00,13.85666134468689,16.990420436402342,15.401809473124002
min,2019-05-20 00:00:00,0.0,0.0,0.0
25%,2020-08-31 00:00:00,0.0,0.0,0.0
50%,2021-12-14 00:00:00,0.0,0.0,0.0
75%,2023-03-29 00:00:00,0.0,0.0,0.0
max,2024-07-10 00:00:00,240.0,300.0,250.0
std,,35.96782673990174,43.63753919044291,39.69606607380352
