Predictions,Lower Bound,Upper Bound
104.16449,91.5478,116.78118
105.74478,93.12809,118.36147
107.20176,94.58507,119.81845
108.74205,96.12536,121.35874
110.41658,97.79989,123.03327
112.162506,99.545815,124.7792
113.758095,101.1414,126.37479
115.34728,102.73059,127.963974
116.850975,104.23428,129.46767
118.290184,105.67349,130.90688
119.68019,107.0635,132.29689
121.006905,108.39021,133.6236
122.268265,109.65157,134.88496
123.45146,110.83477,136.06816
124.56068,111.943985,137.17737
