Predictions,Lower Bound,Upper Bound
25.396673,24.975367,25.81798
25.331068,24.909761,25.752375
25.249847,24.82854,25.671154
25.170792,24.749485,25.592098
25.100346,24.679039,25.521652
25.039757,24.61845,25.461063
24.987883,24.566576,25.40919
24.942673,24.521366,25.36398
24.902088,24.480782,25.323395
24.864494,24.443188,25.2858
24.82877,24.407463,25.250076
24.79429,24.372984,25.215597
24.760841,24.339535,25.182148
24.728428,24.307121,25.149734
24.697182,24.275875,25.118488
