Predictions,Lower Bound,Upper Bound
62.54705,60.254395,64.83971
63.340584,61.047928,65.63324
63.89932,61.606663,66.19197
64.34074,62.04808,66.63339
64.70678,62.414124,66.999435
65.01688,62.72422,67.30953
65.28406,62.9914,67.57671
65.517235,63.22458,67.80989
65.72252,63.429863,68.015175
65.90421,63.611557,68.19687
66.065506,63.77285,68.35816
66.20889,63.916237,68.50155
66.33643,64.04378,68.62909
66.4499,64.15724,68.74255
66.55082,64.25816,68.843475
