Predictions,Lower Bound,Upper Bound
204.82884,139.41888,270.2388
198.72089,133.31093,264.13086
189.84816,124.4382,255.25812
179.8656,114.45564,245.27556
169.6359,104.22594,235.04585
159.77625,94.36629,225.1862
150.66425,85.25429,216.0742
142.0617,76.65175,207.47166
134.19662,68.78667,199.60658
127.15936,61.749405,192.56932
120.90342,55.49346,186.31339
115.506325,50.096367,180.91629
110.91718,45.507225,176.32715
106.7747,41.36474,172.18466
103.272705,37.862747,168.68266
