Predictions,Lower Bound,Upper Bound
56.861637,55.77075,57.952526
56.919132,55.828243,58.01002
57.006733,55.915844,58.097622
57.115665,56.024776,58.206554
57.240944,56.150055,58.331833
57.374405,56.283516,58.465294
57.512344,56.421455,58.603233
57.651875,56.560986,58.742764
57.791443,56.700554,58.88233
57.929527,56.83864,59.020416
58.06519,56.9743,59.15608
58.197895,57.107006,59.288784
58.327366,57.236477,59.418255
58.453934,57.363045,59.544823
58.576614,57.485725,59.667503
