Predictions,Lower Bound,Upper Bound
41.111588,39.778393,42.444782
41.201473,39.86828,42.534668
41.325665,39.99247,42.65886
41.46824,40.135044,42.801434
41.620808,40.287613,42.954002
41.7788,40.445606,43.111996
41.93971,40.606514,43.272903
42.102222,40.769028,43.435417
42.265636,40.93244,43.59883
42.429604,41.09641,43.7628
42.59397,41.260777,43.927166
42.75871,41.425514,44.091904
42.923855,41.59066,44.25705
43.089497,41.7563,44.42269
43.255722,41.922527,44.588917
